channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date,day,day_published,publish_date
john tikko,UC29soKcwGcnrfl8jit4taUw,1694837939.0,Taylor Swift and Travis Kelce are reportedly secretly hanging out.,,22,927,1,3,,https://i.ytimg.com/vi/9UKs2Ktzxuk/hqdefault.jpg,#VideoCook,2023-11-28 17:17:59.780450,4,2023-09-15,2023-09-16 04:18:59
World Agenda,UCxg6TY4aXGCxN85HnfAbiIA,1694814850.0,Jason Kelce addresses Travis Kelce and Taylor Swift dating speculation,,25,744,0,3,,https://i.ytimg.com/vi/IbF6ialfThA/hqdefault.jpg,,2023-11-28 17:17:59.780450,4,2023-09-15,2023-09-15 21:54:10
At The Buzzer,UCcj19HythncgLRF5OGePUcg,1694831561.0,Travis Kelce dances to Taylor Swift at Kansas City Chiefs practice. ￼,,22,742,1,11,,https://i.ytimg.com/vi/UhFSOZ_Mjqs/hqdefault.jpg,,2023-11-28 17:17:59.780450,4,2023-09-15,2023-09-16 02:32:41
Magazine Plus,UCTnSNMuMY6QH67U5l7EpYAA,1694812800.0,Jason Kelce Dodges Question About Travis Kelce Dating Taylor Swift,👉👉 Please subscribe my channel: https://www.youtube.com/@MagazinePlus?sub_confirmation=1,25,554,1,3,,https://i.ytimg.com/vi/Zj9M0Eon_rM/hqdefault.jpg,Leonardo DiCaprio|Meghan Markle|Prince William|Selena Gomez|Ryan Reynolds|Tom Holland Zendaya|Jennifer Aydin|Cher|Prince Harry|Russell Brand|Russell Simmons|Whoopi Goldberg|Emma Roberts|Jared Leto|Amy Robach|Kevin Costner|Gavin Rossdale|DJ Khaled|Olivia Culpo|Halsey|Adele|Nick Cannon|Kim Kardashian|Zac Efron|Bill Maher|Ashton Kutcher|Chris Evans|Drew Barrymore|Liam Payne|Celebrity|Jennifer Lopez|Ben Affleck|Lifestyle|trump,2023-11-28 17:17:59.780450,4,2023-09-15,2023-09-15 21:20:00
Toan shirt,UCDzur9Zl_4jnhDihqdvm_1Q,1694821089.0,Travis Kelce is Dating Taylor Swift shirt  #shortsvideo  #youtubeshorts,"Travis Kelce is Dating Taylor Swift shirt  #shortsvideo  #youtubeshorts 

Hi, I'm a youtuber, a Nissan car salesman and a photo model for the website: https://nkctees.com/
Buy the shirt in the video at the following link:

https://nkctees.com/product/travis-kelce-is-dating-taylor-shirt/",24,533,1,8,,https://i.ytimg.com/vi/rmL1b3_JJSg/hqdefault.jpg,Travis Kelce|Taylor Swift|Travis Kelce is Dating Taylor Swift shirt|news|shirt,2023-11-28 17:17:59.780450,4,2023-09-15,2023-09-15 23:38:09
zona para footballeros,UC_5hVpDtNIlnuzSKbeGD8wA,1694820032.0,Travis Kelce está saliendo con Taylor Swift #nfl #taylorswift #swifties,,22,470,0,13,,https://i.ytimg.com/vi/azyaMHA4NDY/hqdefault.jpg,,2023-11-28 17:17:59.780450,4,2023-09-15,2023-09-15 23:20:32
The Charity Stripe,UCGgKKuB6QbYxcDeJJsnKBQA,1694820366.0,Leaked Text Convo From Taylor Swift Talking Travis Kelce #taylorswift #fantasyfootball #traviskelce,,17,451,0,7,,https://i.ytimg.com/vi/kYFm4aoo83c/hqdefault.jpg,,2023-11-28 17:17:59.780450,4,2023-09-15,2023-09-15 23:26:06
Kiza Talk Rw,UC6O0VT7VPS_vUjQP1V-Twpw,1694806711.0,Jason Kelce Doesn't 'Really Know' About Travis Kelce and Taylor Swift Dating Rumors,"Jason Kelce Doesn't 'Really Know' About Travis Kelce and Taylor Swift Dating Rumors: 'Travis Is Having Fun' 

“I’ve seen these rumors. I cannot comment,” Jason said with a laugh during a post-game interview Thursday night 

Jason Kelce pleaded the fifth when he was asked about rumors that his brother Travis Kelce is dating Taylor Swift. 

After the Philadelphia Eagles’ 34-28 win over the Minnesota Vikings, Jason and quarterback Jalen Hurts spoke with Prime’s Thursday Night Football panel, where he was asked about the gossip swirling around his younger brother’s dating life. 

“I’ve seen these rumors. I cannot comment,” Jason, 35, told panelist and retired NFL star Tony Gonzalez, who asked Kelce to address on the issue on behalf of his 15-year-old daughter. 

Kelce then opened up a bit about the rumors. 

“Ever since Catching Kelce everybody’s been infatuated with Travis’ love life,” Jason said, referring to his brother's short-lived reality dating show. “I don’t really know what’s going on there, but I know Travis is having fun and we’ll see what happens with whoever he ends up with.” 

Travis, 33, was linked to Swift, also 33, in a report Tuesday. 

 Travis Kelce Says He Tried to Give Taylor Swift His Number at Eras Tour — But Ended Up 'Disappointed' 

The Kansas City Chiefs tight end formerly dated on-air sports journalist Kayla Nicole for several years before the couple broke up in August 2020 amid a cloud of cheating rumors. Kelce denied the rumors in a since-deleted tweet and has been quiet about his love life since then. 

Travis has teased about his dating life, however, joking on a recent episode of the New Heights with Jason and Travis Kelce podcast that he was going to get back on Tinder and use a sideline photo of himself as his profile picture. He then asked Jason and his sister-in-law Kylie Kelce, who met on Tinder, for advice on getting back out there. 

 Josh Allen Teases Travis Kelce Over the Chiefs Star’s Failed Attempt to Give Taylor Swift His Number 

In an episode of the Kelces' podcast in July, Travis joked about how he tried to give Swift his phone number via a friendship bracelet before a stop on her Eras Tour concert earlier this summer. However, Travis revealed that he wasn’t able to speak with her because he was told she was saving her voice for the show.""I was disappointed that she doesn't talk before or after her shows because she has to save her voice for the 44 songs that she sings, so I was a little butthurt I didn't get to hand her one of the bracelets I made for her,"" Travis said, adding, “She doesn’t meet anybody, or at least she didn’t want to meet me, so I took it personal.”

taylor swift,taylor,taylor swift album,swift,taylor swift lyrics,taylor swift midnights,new taylor swift,taylor swift new music,taylor swift new album,taylor swift tiktok,taylor swift speak now,taylor swift challenge,official taylor swift video,taylor swift enchanted,taylor swift blank space,taylor swift cruel summer,cruel summer taylor swift,taylor swift songs,taylor swift style,style taylor swift,lyrics taylor swift,enchanted taylor swift

travis kelce,taylor swift,taylor swift and travis kelce,travis kelce taylor swift,travis kelce and taylor swift,taylor swift travis kelce,taylor swift eras tour,are travis kelce and taylor swift dating,travis kelce podcast,taylor swift eras,new heights with travis and jason kelce,travis kelce on taylor swift,taylor swift travis kelce dating,taylor swift travis kelce podcast,travis kelce taylor swift concert,travis kelce taylor swift new heights,jason kelce

jason kelce,travis kelce,kelce brothers,jason kelce podcast,jason kelce chugging,jason kelce net worth,jason kelce lifestyle,jason kelce interview,travis and jason kelce,jason kelce new heights,jason kelce super bowl speech,philadelphia eagles jason kelce,kelce,donna kelce,kelce podcast,kelce trailer,kelce brothers podcast,travis kelce snl,kelce prime video,prime video kelce,travis kelce car collection,kelce brothers beer",27,369,2,1,,https://i.ytimg.com/vi/_a3oUF_fzRg/hqdefault.jpg,,2023-11-28 17:17:59.863256,4,2023-09-15,2023-09-15 19:38:31
PREWF,UC4KTNFOALmktkqQq9ekZjgQ,1694826002.0,Unveiling the Truth: Travis Kelce's Relationship with Taylor Swift,"Whether there really are feelings between Travis Kelce and Taylor Swift? The NFL star had tried to get closer to the singer. 

At a concert he had wanted to give her a friendship bracelet with his number on it, but she apparently refused to meet him.",24,267,0,1,,https://i.ytimg.com/vi/5kiaSP_oSQs/hqdefault.jpg,travis kelce|taylor swift|celebrity news|celebrity gossip|taylor swift travis kelce|taylor swift and travis kelce|jason kelce|celeb news|taylor swift boyfriend|taylor swift eras tour|taylor swift travis kelce dating|taylor swift dating|travis kelce taylor swift|travis kelce and taylor swift|travis kelce highlights,2023-11-28 17:17:59.863256,4,2023-09-15,2023-09-16 01:00:02
CHACHARA TV,UCOq8sVKSSWVL1bWsHBxLb6w,1694809473.0,"""Eres un asquerosa g*****"" travis kelce le insulta Taylor Swift y ella sale corriendo al servicio","Bienvenidos al Canal Oficial de Youtube de CHACHARA TV. 

✅ Recuerda suscribirte: https://www.youtube.com/channel/UCOq8sVKSSWVL1bWsHBxLb6w?sub_confirmation=1

✅ Para Contrataciones o cualquier tema relacionado con copyright o consultas puedes enviarnos un email aquí: chacharatelevisionsi@gmail.com

Twitter: https://twitter.com/chacharatv

Página web: https://chacharatv.es/

Canal de Facebook: https://es-es.facebook.com/chacharatv",27,236,2,5,,https://i.ytimg.com/vi/mfRCc7HJCg0/hqdefault.jpg,,2023-11-28 17:17:59.863256,4,2023-09-15,2023-09-15 20:24:33
Have It All Daily,UC24cQazdgQThFUQDDryD73A,1694810313.0,Jason Kelce Doesn't 'Really Know' About Travis Kelce and Taylor Swift Dating Rumors,,24,211,0,4,,https://i.ytimg.com/vi/BocDrY4ammw/hqdefault.jpg,,2023-11-28 17:17:59.863256,4,2023-09-15,2023-09-15 20:38:33
Game of Students,UCTXD_mFnq1jORp0X5y4FwbQ,1694794905.0,TAYLOR SWIFT’S NEW LOVE: WHO IS TRAVIS KELCE?,"Taylor Swift appears to be dating and meeting new people. Reports have linked her with Travis Kelce, an NFL player, with everything starting after he tried and failed to give her his phone number after one of her concerts. “She didn’t want to meet,” said Kelce in the podcast “New Heights Show” in July.",22,190,0,1,,https://i.ytimg.com/vi/JnhmYmvMEME/hqdefault.jpg,,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 16:21:45
WSN - World Sports Network,UCBN4zGZtlyfETCNE6hi1zGQ,1694806070.0,JASON KELCE GIVES DETAIL ON TRAVIS KELCE AND TAYLOR SWIFT RELATIONSHIP,,17,163,0,3,,https://i.ytimg.com/vi/v3Ip98DFCQc/hqdefault.jpg,,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 19:27:50
Viral Factory,UC8wNACKJ6ZwMjvrkLqBHMNg,1694820458.0,Unmasking the Rumors: Inside Travis Kelce and Taylor Swift's Romance #shorts,"#traviskelcetaylorswiftrumors #taylorswifttraviskelcedating

In this video, we're unveiling the secrets of Travis Kelce and Taylor Swift's speculated romance. From their first date to their blossoming relationship, we're uncovering all the details!

Taylor Swift and Travis Kelce are two of the most popular celebrities in the world and their love story has been the talk of the town. In this video, we're unveiling all the secrets of their speculated romance, from their first date to their blossoming relationship. Watch as we reveal all the details about this mysterious relationship, and see if you can guess how it all ended up!",22,61,0,0,,https://i.ytimg.com/vi/7HZU012KGRE/hqdefault.jpg,taylor swift travis kelce|travis kelce podcast|taylor swift and travis kelce|travis kelce and taylor swift|travis kelce taylor swift|taylor swift travis kelce dating|taylor swift boyfriend|taylor swift travis kelce rumors|travis kelce taylor swift rumors|travis kelce taylor swift dating|who is taylor swift dating|taylor swift dating history|taylor swift boyfriend list|taylor swift relationships|taylor swift new boyfriend|taylor swift boyfriends,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 23:27:38
At The Buzzer,UCcj19HythncgLRF5OGePUcg,1694806671.0,Travis Kelce says he prefers Christina Aguilera over Taylor Swift￼!,,22,59,0,1,,https://i.ytimg.com/vi/V0rxcXPUcUc/hqdefault.jpg,,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 19:37:51
Hollywood Gossip Land,UCQ-_-KcivdqMxCCDSBE63hg,1694805662.0,Travis Kelce's Financial Troubles and Taylor Swift Dating Rumors Unveiled #hollywoodgossips,"Travis Kelce's Financial Troubles and Taylor Swift Dating Rumors Unveiled

🍟🍟Best Deals USA: https://sleek.bio/best-offers
🍟🍟Fiverr Best freelancers: https://sleek.bio/fiverr
-------------------------------------------------------------------------------------------
#hollywoodgossipland #celebritynews #celebrities #hollywoodgossips #hollywood #hollywoodcelebrities 
-------------------------------------------------------------------------------------------

Just In is all about the latest scandal in Hollywood! You can count on us to bring you all the latest celebrity drama and gossip, especially about your favorite actors! We'll also make sure to keep you up to date on the latest movie updates and releases, so stay tuned if you're interested in anything that happens in Hollywood!

And there you have it, gentlemen! We hope you enjoyed watching the video! If you did, please consider liking it and leaving a comment to let us know what you thought!


So, if you're interested in anything Hollywood-related, hit that subscribe button to see more of our content in the future!

🟥 Subscribe Now:https://www.youtube.com/channel/UCQ-_-KcivdqMxCCDSBE63hg

Disclaimer: The content may be gossip, rumors, exaggerated, or indirectly false. Before forming an opinion, viewers are advised to conduct their own research. The content may be biased. This video is NOT intended or made for kids in any way.",22,33,0,0,,https://i.ytimg.com/vi/ljqmyBGYgno/hqdefault.jpg,Hollywood Gossip Land|Hollywood Gossip|top 10 beyond the screen|beyond the screen|top 10 celebrities|celebrities|celebrity|celebrity scandals|hollywood celebrities|celebrity drama|celebrity gossip|celebrities getting mad|rude celebrities|hollywood|celebrities getting angry|cancelled celebrities|worst celebrities|celeb drama|shia labeouf|hollywood gossip|hollywood scandals|celebrities exposed|hollywood secrets|scandals|celebrity scandal,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 19:21:02
Game of Students,UCTXD_mFnq1jORp0X5y4FwbQ,1694804057.0,TAYLOR SWIFT'S NEW LOVE: WHO IS TRAVIS KELCE?!,,22,15,0,0,,https://i.ytimg.com/vi/ZHB_1xnPxHs/hqdefault.jpg,,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 18:54:17
CRICKETER,UCGXFArfgt0p3Bw3aB3Eahug,1694815543.0,Jason Kelce addresses Travis Kelce and Taylor Swift dating speculation,,22,10,0,0,,https://i.ytimg.com/vi/YQJWnsbiKfs/hqdefault.jpg,,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 22:05:43
Viral Factory,UC8wNACKJ6ZwMjvrkLqBHMNg,1694819035.0,Unveiling the Secrets of Travis Kelce and Taylor Swift's Speculated Romance,"#traviskelcetaylorswiftrumors #taylorswifttraviskelcedating

In this video, we're investigating the rumors that Travis Kelce and Taylor Swift are dating. We'll discuss the evidence and analyze whether or not these rumors have any truth to them.

Jason Kelce sought to shrug off queries regarding his brother Travis' supposed connection with Taylor Swift.  On “Thursday Night Football,” Jason was asked about his brother’s dating life by Tony Gonzalez.

After failing to give Swift his phone number after one of her Eras Tour gigs, the Kansas City Chiefs tight end, 33, has been hanging out with the “Cruel Summer” superstar for a few weeks, according to the Messenger.

Gonzalez approached Jason about the rumored meeting to find out.  “I have a 15-year-old daughter who loves a certain pop star, and you have a brother, and I've heard rumors, maybe some stuff. Can you comment? Gonzalez asks.

“I’ve seen these rumors, I cannot comment,” stated the Eagles center.  Jason Kelce couldn't dodge queries regarding his brother Travis's supposed affair with Taylor Swift.

Gonzalez said that he was gathering information for his daughter despite his co-host's criticism.
“Everyone has been infatuated with Travis’ love life since ‘Catching Kelce,’” Jason said of his brother's reality dating show. “I don’t understand. Surely Trav is having fun.”

Travis confirmed his New York visit on his Aug. 31 “New Heights” podcast, but the NFL star and 12-time Grammy winner have not addressed the relationship allegations.  Travis was evasive when Jason asked where he was during his week off.  Travis failed to offer Swift his number at an Eras Tour gig.

Travis made the subtle comments a month after revealing that he will give the singer a friendship bracelet with his number during her Kansas City event.

If you're curious about Travis Kelce or Taylor Swift, then this video is for you! We'll discuss the latest gossip and rumors around these two famous celebrities, and decide if there's any truth to the rumours that they're dating.",22,6,0,0,,https://i.ytimg.com/vi/jpSZn0Kl4zQ/hqdefault.jpg,taylor swift travis kelce|travis kelce podcast|taylor swift and travis kelce|travis kelce and taylor swift|travis kelce taylor swift|taylor swift travis kelce dating|taylor swift boyfriend|taylor swift travis kelce rumors|travis kelce taylor swift rumors|travis kelce taylor swift dating|who is taylor swift dating|taylor swift dating history|taylor swift boyfriend list|taylor swift relationships|taylor swift new boyfriend|taylor swift boyfriends,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 23:03:55
𝐆𝐨𝐬𝐬𝐢𝐩 𝐆𝐚𝐥𝐚𝐱𝐲,UCfE384bMkvrXCzYylWxuTPw,1694820444.0,Travis Kelce Just ‘Having Fun’ Amid Taylor Swift Dating Rumors... Gossip Galaxy,"Travis Kelce just ‘having fun’ amid Taylor Swift dating rumors, brother Jason says... Jason Kelce Addresses Taylor Swift and Travis Kelce Dating Rumors.

👀👄 Jason Kelce speaks on Travis Kelce-Taylor Swift dating rumors... Jason Kelce did his best to shake off the concerns regarding his brother Travis' alleged relationship with Taylor Swift, but he was unable to do so.

#TarvisKelce
#taylorswift 
#jasonkelce 
#Dating_Rumors
#travis_kelce_taylor_swift_dating_rumors
#travis_kelce_dating_rumors
#taylor_swift_dating_rumors
#taylor_swift_travis_kelce
#gossip_galaxy
#celebrity_news 
#celeb_news
#breaking_celebrity_news
#trending_celebrity_news

Gossip Galaxy 👉 Your Celeb Scoop Destination! ------

Welcome to Gossip Galaxy, your one-stop hub for all things celebrity news and entertainment updates. Dive into the dazzling world of Hollywood and beyond as we bring you the latest, juiciest, and most up-to-the-minute breaking celebrity news.

🚀 Trending Topics: Discover trending celebrity stories, fashion trends, and lifestyle tips to keep you in sync with the glittering world of fame.

🔥 Hot Gossip: We're not afraid to spill the tea! Join us for the hottest celebrity gossip, scandals, and the occasional dose of drama that keeps the entertainment world buzzing.

Join us on Gossip Galaxy, where the stars align, and the celebrity news never stops. Don't miss out on the latest updates from the galaxy of glitz and glamour. Hit that subscribe button and become a part of our vibrant community today!""

--------------------------------------------------------------
Travis kelce,Jason kelce,Taylor swift,Taylor Swift Travis kelce,Travis kelce Taylor Swift,Dating rumors,Taylor Swift dating Rumors,Travis kelce dating rumors,Travis kelce Taylor Swift dating,Travis kelce are dating Taylor swift,travis kelce rejected by taylor swift,travis kelce taylor swift bracelet,kansas city chiefs,travis kelce injury,Gossip galaxy,breaking celebrity news,trending celebrity news,Celebrity news,Celebrity Gossip,Celebrity Scandals",22,6,0,1,,https://i.ytimg.com/vi/aw_HnI2Kogo/hqdefault.jpg,Travis kelce|Jason kelce|Taylor swift|Taylor Swift Travis kelce|Travis kelce Taylor Swift|Dating rumors|Taylor Swift dating Rumors|Travis kelce dating rumors|Travis kelce Taylor Swift dating|Travis kelce are dating Taylor swift|travis kelce rejected by taylor swift|travis kelce taylor swift bracelet|kansas city chiefs|travis kelce injury|Gossip galaxy|breaking celebrity news|trending celebrity news|Celebrity news|Celebrity Gossip|Celebrity Scandals,2023-11-28 17:17:59.864256,4,2023-09-15,2023-09-15 23:27:24
